participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1
CW,NIGHT,3584.065,NA,NA,NA,NA,13,Identical,NIGHTS,NA,NA
CW,KNIFE,1797.745,Studied,31,1,NA,10,Unrelated,LEAVES,NA,NA
CW,DEAD,1549.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,FIRE,5150.33,Studied,36,3,NA,4,Identical,SURE,NA,NA
CW,PACAKGE,3398.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,ABUSE,2815.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,DRUGS,2181.95,Studied,5,1,NA,1,firstword,firstword,NA,NA
CW,CHILD,1400.9,Studied,6,1,NA,3,Related,AGREE,DISAGREE,NA
CW,SHIP,4052.71,Studied,10,4,NA,9,Related,SABER,SWORD,NA
CW,SHOP,1730.91,NA,NA,NA,NA,40,Identical,DESERT,NA,NA
CW,DOCTOR,5583.25,Studied,23,2,NA,16,Related,GALLON,MILK,NA
CW,TEACHER,4617.605,NA,NA,NA,NA,"8,25",Unrelated,DAGGER,NA,NA
CW,SCHOOL,1965.72,NA,NA,NA,NA,7,Identical,UNDER,NA,NA
CW,BELL,1582.275,Studied,5,4,NA,"6,13",Related,CHAPEL,CHURCH,NA
CW,SING,1115.585,Studied,36,4,NA,"3,14",Identical,BOARD,NA,NA
CW,SONG,1249.175,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
CW,MUSIC,1399.11,NA,NA,NA,NA,"4,22",Unrelated,WILD,NA,NA
CW,HAPPY,1832.945,Studied,6,4,Identical,21,Identical,HAPPY,NA,NA
CW,HAIR,1449.085,Studied,3,4,Identical,39,Identical,HAIR,NA,NA
CW,BOMB,3550.65,NA,NA,NA,NA,9,Related,SHAME,GUILT,NA
CW,EXPLOSIVE,2899.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,SIGNAL,4733.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,CARE,1848.8,NA,NA,NA,NA,7,Unrelated,FINGER,NA,NA
CW,MIX,5601.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,ACCUSE,7517.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,APPEAR,4748.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,COMPETE,8001.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,COMPETE,2383.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,BUY,6816.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,LIGHT,4266.74,Studied,10,2,Identical,NA,NA,NA,NA,NA
CW,THROUGH,2182.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,TAKE,1248.58,Studied,39,4,Identical,NA,NA,NA,NA,NA
CW,CANDLE,2399.855,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
CW,DEATH,5866.67,Studied,32,1,Identical,9,Identical,DEATH,NA,NA
CW,OVEN,5742.57,Studied,24,3,Identical,NA,NA,NA,NA,NA
CW,BAKE,2282.995,NA,NA,NA,Related,14,Related,BAKE,CAKE,NA
CW,CAKE,1132.68,Studied,21,3,NA,NA,NA,NA,NA,BAKE
CW,SMOKE,1831.21,NA,NA,NA,Unrelated,19,Unrelated,SMOKE,NA,NA
CW,PLANE,5118.045,NA,NA,NA,Identical,21,Related,HEDGE,BUSH,NA
CW,KITCHEN,6249.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,YELLOW,2123.945,Studied,1,4,NA,1,firstword,firstword,NA,NA
SZ,HORN,2984.16,Studied,2,4,NA,2,Unrelated,TOOTH,NA,NA
SZ,CHEESE,1682.55,Studied,3,4,NA,"3,38",Unrelated,DOCTOR,NA,NA
SZ,COLD,1434.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,PAIN,1217.28,Studied,42,2,Identical,NA,NA,NA,NA,NA
SZ,KIDNAP,1506.8,Studied,23,2,NA,15,Related,FATHER,MOTHER,NA
SZ,KILL,1716.385,Studied,9,1,NA,16,Unrelated,ONCE,NA,NA
SZ,BRIDE,1249.315,Studied,1,1,NA,"1,28",firstword,firstword,NA,NA
SZ,DEVIL,1323.35,Studied,3,1,NA,3,Unrelated,JEANS,NA,NA
SZ,SMILE,2850.46,Studied,6,1,NA,"12,26",Identical,NOISE,NA,NA
SZ,PICTURE,1499.655,Studied,10,1,Identical,15,Unrelated,COPY,NA,NA
SZ,SHOES,1000.365,Studied,30,1,Identical,NA,NA,NA,NA,NA
SZ,HOOP,4242.635,Studied,31,1,NA,14,Unrelated,FIRE,NA,NA
SZ,KILL,5573.305,Studied,9,1,NA,16,Unrelated,ONCE,NA,NA
SZ,CHEESE,4200.095,Studied,3,4,NA,"3,38",Unrelated,DOCTOR,NA,NA
SZ,PICKLE,2982.955,Studied,12,4,NA,NA,NA,NA,NA,DILL
SZ,NICKEL,1549.395,Studied,4,4,NA,5,Related,BROOK,STREAM,NA
SZ,MUSCLE,3102.93,Studied,8,3,NA,9,Unrelated,REAL,NA,NA
SZ,PEACH,1116.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,CORAL,1250.39,Studied,26,3,Identical,31,Related,PUSH,SHOVE,NA
SZ,SHARK,1733.515,Studied,23,3,NA,30,Identical,CORAL,NA,JAWS
SZ,FISH,1733.365,Studied,29,4,NA,23,Related,TALE,STORY,BAIT
SZ,STREAM,1550.645,Studied,30,4,NA,24,Related,HOPE,GLORY,BROOK
SZ,STOP,2416.825,Studied,31,4,NA,26,Unrelated,GUILT,NA,HALT
SZ,BIRD,2049.415,Studied,34,4,Identical,9,Identical,BIRD,NA,NA
SZ,PRINCESS,6486.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,ANGER,7151.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,BUCKET,4983.465,Studied,21,2,Identical,12,Related,BOOK,READ,NA
SZ,CHAIN,1349.7,Studied,22,2,NA,13,Identical,TEST,NA,NA
SZ,THREAD,1783.98,Studied,18,2,NA,NA,NA,NA,NA,NEEDLE
SZ,MIDDE,1376.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,CAMP,5769.33,Studied,42,1,NA,7,Unrelated,SOFT,NA,NA
SZ,GEEK,1117.185,Studied,41,1,NA,"8,39",Unrelated,SLEEP,NA,NA
SZ,HOTEL,1516.68,Studied,39,1,NA,6,Unrelated,MINIMUM,NA,NA
SZ,WHEAT,1281.785,Studied,34,1,NA,22,Identical,LAKE,NA,NA
SZ,SWAMP,1966.905,Studied,29,1,NA,9,Unrelated,PENCIL,NA,MARSH
SZ,FLOWER,4299.085,Studied,18,4,NA,33,Related,TULIP,FLOWER,TULIP
SZ,STONE,1982.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,BUTTER,1767.46,Studied,7,2,NA,33,Related,SERVER,WAITER,NA
SZ,SOAP,1014.575,Studied,8,2,Identical,42,Identical,SOAP,NA,NA
SZ,SONG,5251.015,Studied,28,4,NA,NA,NA,NA,NA,HYMN
SZ,GUITAR,4425.655,Studied,21,4,NA,19,Identical,CLAM,NA,NA
SZ,CHAIR,1299.86,Studied,23,4,NA,20,Identical,DREAM,NA,NA
SZ,CALL,5217.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,EARLY,1113.34,Studied,6,3,NA,7,Unrelated,MANY,NA,NA
SZ,LEMON,1282.43,Studied,4,3,NA,5,Identical,TEETH,NA,NA
SZ,BEHIND,1383.12,Studied,5,3,NA,6,Related,AUNT,UNCLE,NA
SZ,CLOSE,1519.41,Studied,21,3,NA,18,Related,PINT,QUART,OPEN
SZ,WORST,1584.72,Studied,19,3,Identical,27,Related,TIME,CLOCK,NA
SZ,GIRLS,1399.575,Studied,15,3,NA,15,Related,JAWS,SHARK,NA
SZ,Y,8001.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,MEAN,7067.345,Studied,9,3,NA,10,Unrelated,SLIDE,NA,NA
SZ,SHORT,1283.63,Studied,10,3,NA,11,Identical,LEAVES,NA,NA
SZ,NUMBER,3750.055,Studied,26,4,NA,34,Related,DIGIT,NUMBER,DIGIT
SZ,WHOLE,5715.3,Studied,32,3,NA,32,Related,SEED,PLANT,HALF
SZ,DIRT,5300.015,Studied,32,1,NA,10,Unrelated,FINISH,NA,NA
SZ,ROAD,1013.435,Studied,4,1,NA,19,Unrelated,BALL,NA,NA
SZ,LANE,3149.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,STONE,7201.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,RUN,6516.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,JUMP,2315.575,Studied,2,1,NA,2,Related,LOOSE,TIGHT,NA
SZ,TOTAL,1517.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,G,8002.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,CRIME,6300.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,JAIL,1615.705,Studied,8,4,NA,12,Identical,LENGTH,NA,NA
SZ,LAWYER,2433.945,Studied,6,4,NA,7,Related,HALT,STOP,NA
SZ,FAME,2816.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,AVOID,5424.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,DREAM,3583.91,Studied,22,4,Identical,21,Identical,WORK,NA,NA
SZ,CATCH,5199.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,I,8000.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,URGE,3850.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,PURPLE,4334.52,Studied,4,2,NA,4,Related,NEEDLE,THREAD,NA
SZ,NAVY,1853.215,Studied,16,2,NA,NA,NA,NA,NA,ARMY
SZ,BRANCH,2966.5,Studied,17,2,Identical,NA,NA,NA,NA,NA
SZ,UNDER,4017.97,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
SZ,RAIN,4184.33,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
SZ,WET,1450.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,PIE,5449.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,HIDE,6231.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,STAIRS,7066.805,Studied,14,4,NA,8,Related,CLOAK,DAGGER,NA
SZ,PIG,2336.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,TOTAL,5802.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ,WILD,5258.71,Studied,41,2,NA,24,Unrelated,MUSIC,NA,NA
SZ,STEAL,2948.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,FISH,6353.63,Studied,13,4,NA,11,Identical,BOMB,NA,NA
DC2,ORANGE,1483.045,Studied,18,4,NA,7,Identical,DREAM,NA,NA
DC2,FLOWER,1766.52,Studied,21,4,NA,9,Unrelated,TOWN,NA,NA
DC2,LAWYER,1304.195,Studied,28,4,NA,10,Unrelated,STEAL,NA,NA
DC2,CHEESE,5883.515,Studied,12,4,NA,8,Related,PARROT,BIRD,NA
DC2,BIRD,3581.165,Studied,3,4,NA,17,Unrelated,STRESS,NA,PARROT
DC2,NUMBERS,1966.11,NA,NA,NA,NA,16,Identical,SHEETS,NA,NA
DC2,WORK,1050.16,Studied,7,4,NA,22,Identical,CHAIR,NA,NA
DC2,CLAM,2884.44,Studied,9,4,NA,18,Related,SALTINE,CRACKER,CHOWDER
DC2,BOMB,852.6,Studied,11,4,Identical,24,Identical,BEACH,NA,NA
DC2,KNIFE,784.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,CRACKERS,1788.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,STOP,1005.39,Studied,8,4,NA,19,Unrelated,CLIMB,NA,NA
DC2,HORSE,2233.62,Studied,10,3,NA,10,Identical,SHORT,NA,NA
DC2,TIGER,1483.22,Studied,11,3,Identical,9,Related,MINE,YOURS,NA
DC2,CORAL,3482.86,Studied,6,3,NA,11,Identical,FOUND,NA,NA
DC2,FINGER,1942.365,Studied,3,3,NA,19,Unrelated,DISAGREE,NA,NA
DC2,CAMP,4847.48,Studied,1,1,NA,17,Related,CABOOSE,TRAIN,TENT
DC2,WORLD,1803.43,Studied,4,1,NA,1,firstword,firstword,NA,NA
DC2,SONG,4366.8,Studied,2,4,NA,NA,NA,NA,NA,HYMN
DC2,STRONG,1882.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,WAITER,4600.2,Studied,1,2,NA,8,Unrelated,TALK,NA,NA
DC2,KIDNAP,6366.86,Studied,3,2,Identical,28,Identical,KIDNAP,NA,NA
DC2,NEWS,3983.075,Studied,9,2,NA,14,Related,TUTU,BALLET,NA
DC2,ODDBALL,1433.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,STICK,3434.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC2,NOSE,1336.42,Studied,14,2,NA,"12,17",Unrelated,ROOF,NA,NA
DC2,EXHALE,3723.115,NA,NA,NA,Related,NA,NA,NA,NA,NA
KY,YELLOW,5951.145,Studied,36,2,NA,4,Related,CHOWDER,CLAM,NA
KY,DOLLAR,4051.72,Studied,4,1,NA,6,Unrelated,DEATH,NA,NA
KY,EARLY,3525.4,Studied,7,1,NA,2,Related,AFTER,BEFORE,NA
KY,KILL,2216.41,Studied,5,3,Identical,4,Unrelated,GAME,NA,NA
KY,ROSE,3661.04,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
VC,SILVER,1642.68,Studied,27,1,Identical,6,Unrelated,ENTER,NA,NA
VC,BREAD,3298.915,Studied,5,2,NA,9,Unrelated,CRACKER,NA,NA
SK2,HORSE,1598.005,Studied,26,1,NA,12,Unrelated,SHALLOW,NA,NA
SK2,ORANGE,1759.905,Studied,8,2,NA,15,Related,SCALE,WEIGHT,PEEL
SK2,YELLOW,1213.175,Studied,19,2,NA,14,Related,CLOAK,DAGGER,NA
SK2,FENCE,1337.915,Studied,24,1,NA,14,Unrelated,SLIDE,NA,NA
SK2,OFFICE,1151.475,Studied,30,1,NA,15,Unrelated,THANKS,NA,NA
SK2,CRACKER,4599.45,Studied,26,2,NA,42,Unrelated,PROPER,NA,SALTINE
SK2,LAND,2949.75,Studied,6,3,Identical,17,Related,HULA,HOOP,NA
SK2,KILL,1738.58,Studied,41,3,NA,2,Unrelated,CARRY,NA,NA
SK2,BOMB,2090.12,Studied,5,2,NA,"17,22",Related,STEPS,STAIRS,NA
SK2,KNIFE,1801.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,SWORD,2020.24,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
SK2,BORROW,1376.04,Studied,1,4,NA,1,firstword,firstword,NA,NA
SK2,NOSE,775.58,Studied,21,4,NA,20,Identical,READ,NA,NA
SK2,SQUARE,2053.495,Studied,23,4,NA,35,Unrelated,STICKY,NA,CIRCLE
SK2,PUEPLE,1428.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,PAIN,1274.645,Studied,27,4,NA,18,Related,EXHALE,INHALE,NA
SK2,NAVY,1395.19,Studied,28,4,NA,"16,31",Unrelated,YEAR,NA,NA
SK2,ALIVE,2994.52,Studied,18,4,NA,26,Related,SUMMER,WINTER,NA
SK2,THIRST,1868.845,Studied,5,4,NA,27,Identical,BALLET,NA,QUENCH
SK2,TEST,1403.505,Studied,4,4,NA,6,Unrelated,JACKET,NA,NA
SK2,HUNGER,1817.1,Studied,3,4,NA,23,Unrelated,STORE,NA,NA
SK2,WAITER,1412.915,Studied,35,4,NA,25,Unrelated,BOARD,NA,NA
SK2,SUPPER,827.425,Studied,30,4,NA,24,Related,DINNER,SUPPER,DINNER
SK2,MOTHER,1072.595,Studied,13,4,NA,21,Unrelated,TREE,NA,NA
SK2,TOES,3576.595,Studied,16,4,NA,19,Related,GUIDE,TOUR,NA
SK2,ARGUE,1129.735,Studied,20,4,Identical,22,Related,CIRCLE,SQUARE,NA
SK2,WEST,3039.955,Studied,11,2,NA,8,Identical,BEACH,NA,NA
SK2,GLORY,1458.1,Studied,13,2,NA,10,Identical,MONEY,NA,NA
SK2,LAWYER,2852.775,Studied,23,2,NA,5,Identical,RIGHT,NA,NA
SK2,MONEY,4153.55,Studied,16,2,Identical,19,Related,BANJO,GUITAR,NA
SK2,RIGHT,5685.145,Studied,24,2,Identical,NA,NA,NA,NA,NA
SK2,CLC,7997.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,CLOCK,1072.74,Studied,1,1,NA,1,firstword,firstword,NA,NA
SK2,CANCER,3084.1,Studied,3,1,NA,2,Unrelated,DEATH,NA,NA
SK2,WHOLE,795.705,Studied,4,1,NA,3,Identical,QUART,NA,NA
SK2,SHARK,3935.74,Studied,7,1,NA,31,Related,LION,TIGER,NA
SK2,NEWS,6854.41,Studied,7,4,NA,28,Related,HIDE,SEEK,NA
SK2,KIDNAP,2791.04,Studied,33,4,NA,12,Identical,CHAIN,NA,ABDUCT
SK2,TENNIS,1656.975,Studied,41,4,NA,10,Unrelated,PROBLEM,NA,NA
SK2,SKIP,3475.025,NA,NA,NA,Related,"7,34",Unrelated,MAGIC,NA,NA
SK2,SOAP,2125.19,Studied,6,4,NA,8,Related,ABDUCT,KIDNAP,NA
SK2,BUCKET,903.61,Studied,2,4,NA,9,Related,QUENCH,THIRST,NA
SK2,WILD,1938.01,Studied,38,4,NA,14,Identical,STATES,NA,NA
SK2,SPIDER,763.26,Studied,11,4,NA,15,Identical,ARGUE,NA,NA
SK2,LEAVES,5349.885,Studied,2,1,NA,4,Unrelated,POTATO,NA,NA
SK2,BEACH,7568.975,Studied,1,2,Identical,24,Unrelated,BIKE,NA,NA
SK2,LOOK,5312.14,Studied,19,4,Identical,32,Identical,LOOK,NA,NA
SK2,BUTTER,5434.13,Studied,42,4,Identical,13,Unrelated,SOUR,NA,NA
SK2,LAMP,1437.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,UNCLE,1255.645,Studied,34,1,NA,10,Identical,CORAL,NA,NA
SK2,MEAN,1235.795,Studied,33,1,NA,9,Related,GUYS,GIRLS,HARSH
SK2,QUEEN,840.55,Studied,8,1,NA,8,Unrelated,SHERIFF,NA,NA
SK2,SCARY,2969.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,RING,671.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,SHORT,953.425,Studied,17,1,Identical,NA,NA,NA,NA,NA
SK2,KEYS,2859.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,WATER,1722.385,NA,NA,NA,Unrelated,34,Identical,MINUTE,NA,NA
SK2,DRINK,758.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,TIME,2408.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,TALL,6786.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,PAPER,1677.465,NA,NA,NA,Unrelated,29,Related,PUSH,SHOVE,NA
SK2,IMAGE,7098.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,CAMERA,1949.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,PHOTO,593.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,STUDY,5941.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK2,WHITE,2516.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
